Time,Mx_f,My_f,Mz_f,B_z,a1,a2,b1,b2,f1,f2 
0.013,-0.010242028566908364,0.7383060544909139,-0.6492127964081609,-12,309,834,553,965,0,-1
0.012,0.017621464714572353,-0.6196629351009807,0.7640384253374134,14,841,673,687,580,2,3
0.008,0.013595959403143454,0.8676634859444383,0.47748691707735236,4,462,457,938,858,1,-3
0.003,0.022127277182639307,0.13555157509147225,-0.9865464924263321,13,728,274,345,879,1,-3
0.006,0.001423161306623776,0.6490792305422002,0.7512242262702933,9,942,224,219,358,-1,1
0.005,-0.005797941298359276,0.9825901450500182,-0.14861035056685323,-5,914,687,754,802,-1,2
0.012,0.0026392613717665936,0.368250574964904,0.913359521542541,-19,836,243,281,321,0,-3
0.009,-0.0013186267646711214,-0.7841694495259129,-0.6011950283599512,18,745,404,912,581,-2,-3
0.014,0.013348986743282793,0.8680358516525464,0.4603559556131936,9,522,453,912,716,0,-1
0.004,0.05686578465152323,0.21159920821415762,-0.970315698089324,20,517,215,631,990,2,0
0.015,0.04735243227557355,0.6720907317743168,-0.7125598286512431,13,287,291,132,249,0,-3
0.002,0.017283236413206317,0.9710288090068221,0.23204107742816446,14,229,440,369,664,-1,-1
0.008,-0.00692573075156982,0.9706572150092299,0.1963061329950864,3,545,412,131,453,3,2
0.013,-0.03610445695628589,0.9099623992679698,-0.37171381912529466,-2,212,422,694,304,3,0
0.006,0.0029833148917017536,0.9917355697658912,0.04267422467555329,6,574,728,475,174,0,2
0.011,0.013557337835747354,-0.6218007494532605,-0.7645783220564284,4,516,403,625,159,1,0
0.004,0.00010076180889630963,-0.019094915638238952,0.9945644519603862,-9,951,615,473,319,3,2
0.013,0.0035437179627338692,-0.6714738428122744,0.7168738591729292,-4,132,777,464,622,-3,3
0.006,0.00931140975097859,-0.5850009414240394,0.8003744874790372,8,206,736,870,329,3,-2
0.001,-0.00973041361490048,0.9706358456621335,-0.23589312971631843,-14,906,904,189,538,3,1
0.006,-0.004193071112659419,-0.6542866541392753,-0.7456739441854481,1,371,273,923,335,0,-2
0.002,0.016911028237005528,-0.24267899115508604,-0.9672614614075635,15,846,848,497,919,-1,0
0.013,0.009343758988706069,0.7431088373889702,0.6443600694104358,10,950,566,411,982,2,-2
0.001,-0.0040588502730131955,0.3565691480116415,0.9341818464829656,-18,178,187,562,833,3,0
0.001,0.00736402087081743,0.8422277019141555,0.5381886829839769,18,331,672,769,108,3,1
0.014,0.03383303464897699,-0.3880234468701359,-0.9012209944950362,18,958,193,368,349,1,1
0.007,0.006065731140959351,0.7161623270138383,0.6858700862619358,6,496,517,207,167,-2,-3
0.001,0.004616200243766327,0.9221765924964431,0.38515221704696756,10,647,529,182,897,0,2
0.015,-0.01829267795120501,-0.027100500942653687,-0.9799593606518348,-13,859,609,203,395,0,-2
0.011,-0.00425796536985785,-0.6383479963257221,-0.750957116825171,16,616,876,797,889,-3,-2
0.005,-0.002434936764596665,-0.8995265854345709,0.4197738433669035,3,346,684,792,770,-3,2
0.015,-0.02294408933560794,0.4291747462850062,-0.8812956860801968,-13,713,723,469,381,2,2
0.01,-0.0040986137979728806,0.8599652836769939,0.48660126617687327,-6,571,163,382,966,0,0
0.008,-0.005553480201452922,-0.9494457437938159,0.27684350036452,-7,699,711,493,845,1,-1
0.013,-0.026530878236598804,-0.913760028994493,0.360018908537332,-9,989,369,266,911,1,-3
0.002,-0.0023605243083473777,-0.18017917802775926,-0.9809705318706524,-3,829,833,215,756,-1,2
0.002,-0.026178270162742275,0.7986765905982642,-0.5970774324293073,-18,196,911,362,441,1,3
0.008,0.0018693143188712748,-0.3904038692901101,0.9089317250827399,-19,871,649,121,686,0,2
0.005,0.02059490280120788,-0.39732724179157136,-0.9103085898017127,4,588,123,568,124,2,3
0.013,-0.037334378577771686,0.9792827063348901,-0.08412232409894865,3,686,408,720,793,3,2
0.003,-0.03960245070869944,0.989955600600835,-0.11181153016581885,-20,293,269,642,624,3,-3
0.01,0.026044062864075426,0.30679733939536397,-0.9376589155769771,4,114,169,137,161,-3,2
0.012,-0.005088335007629322,-0.8853300958168656,0.42830854754446296,2,126,828,926,197,-1,2
0.014,0.021277331648584925,-0.9810380602837265,-0.006020963346898708,16,868,366,413,259,3,-2
0.014,-0.018693019752033628,-0.9792535518848413,-0.06082732005760933,8,405,825,360,957,2,-3
0.001,-0.005589201545326456,0.8212256560063219,0.5697941820221533,-13,169,796,317,840,1,-1
0.007,0.012945176441208137,0.987769129453736,0.08456869936516706,11,125,985,724,484,-3,3
0.012,-0.009793953328686895,0.7842549232531507,0.5960537346725809,-18,580,544,183,106,3,-1
0.001,-0.005057213225549956,0.9801520359764373,0.1942544996186747,-9,760,616,868,733,0,-1
0.009,-0.04460383160007161,-0.9513497552432485,0.25849006881319697,-11,293,260,976,237,-1,-3
0.004,-0.007249133909753982,-0.9937076551581111,0.03101024039135289,-19,482,704,107,639,1,3
0.001,-0.007925948000565118,0.8171981024127016,0.5755376200772881,-19,529,429,437,813,-1,-1
0.001,0.0022118279466010306,0.9601978888718832,0.27677716057687646,4,533,758,865,835,3,-3
0.001,0.011179945420899144,0.9984799904174838,0.03364592195592056,20,770,768,947,963,3,3
0.011,0.0062876775897925926,0.604602450684308,-0.7785153267467118,2,413,384,533,289,1,-3
0.01,0.010287252687336166,-0.7324483868878132,0.6604214763953923,7,746,427,116,528,2,2
0.008,0.006209825907518358,0.8181881466231273,0.5581822884150286,-5,470,437,988,148,-1,-2
0.004,0.014977013829952814,-0.29124752726514164,-0.9510626607167963,9,256,604,612,675,0,-2
0.005,-0.05194950454332985,-0.38947422028540407,-0.9124477050500991,-20,365,344,636,909,-1,1
0.007,0.015414682614148826,-0.651122734776185,-0.7466543292713574,6,823,626,670,365,2,2
0.013,0.006240231839346834,0.5807390929148781,0.7948032062340455,1,157,375,651,145,0,-3
0.01,-0.007943524657796732,-0.4915532269010442,-0.8557925264038019,-7,645,978,294,635,0,0
0.014,-0.028585756759605518,0.7223022282516958,-0.6645308437042523,-18,797,266,243,573,-2,1
0.005,-0.04743071199202914,0.18527860412538333,-0.9748548347966924,-15,487,104,655,622,0,1
0.001,0.004356417334674397,0.5373908278117263,0.8431187906630201,16,389,179,319,253,2,-2
0.009,0.0009639827156466698,0.2367353455443575,0.9599196404949542,-6,395,330,627,839,-2,1
0.014,-0.014901070689110002,-0.9515139450148322,0.2375833486848705,-2,694,109,545,427,1,-3
0.007,0.0106072217110947,0.7071485433051343,-0.6941098013762989,11,674,559,466,762,0,2
0.012,-0.013539014188304664,0.5033034986208167,0.8465261861435228,-7,191,901,974,454,1,3
0.008,-0.0033450441442771602,-0.9890855316717533,0.0036958263050693024,11,753,622,894,742,-2,0
0.014,0.032515188819518946,-0.5766405609291153,-0.7938901135079488,15,190,977,152,818,-3,2
0.004,0.025305822310672237,-0.1598062884904163,-0.9815242124100464,13,321,505,472,526,0,-3
0.006,0.06896294874886179,0.7217421079355747,-0.677699583989973,16,256,132,729,462,1,-2
0.007,-0.007011778832342956,-0.9741942447255214,-0.17904131022068187,0,562,983,745,805,-3,1
0.006,-0.0028421654235337305,0.6310044444805244,0.7664521229542083,11,630,532,396,820,2,1
0.011,0.0021027405752225953,0.599133007532317,0.7831723135973431,16,931,842,554,239,-1,2
0.006,0.01317087093749927,0.8484702288343068,-0.5144182328701085,5,694,706,584,774,-2,-2
0.007,0.014824034302093081,-0.730191963071832,0.6680981522523248,12,512,267,513,953,-1,2
0.007,-0.005207119787892494,0.7969060044186318,0.5901685733744617,7,486,545,863,788,0,2
0.015,0.027432492014518195,0.7799934142701441,0.5950140620343375,8,450,449,716,957,0,-2
0.003,0.012680705907453255,-0.379960204485705,-0.9206671206905421,9,306,872,963,278,0,-3
0.005,0.00037897425539533646,-0.2629029331110846,0.9577478760822739,-13,971,232,870,679,0,1
0.012,-0.0482241107795234,0.3042923284289456,-0.9349040816351565,-18,563,196,103,963,-1,2
0.01,0.01792859620027287,-0.9772868591216957,0.1319822879736502,15,534,579,141,397,2,1
0.006,-0.026297928058992805,-0.9872850573759628,-0.08657706750157626,-10,438,333,433,680,-3,0
0.003,-0.02067287965074236,0.9946303878740007,-0.06736394661972593,-11,126,421,564,163,-1,1
0.005,0.04119467373495211,-0.5500490845689401,-0.8262059536263299,13,602,144,818,549,1,1
0.005,-0.0028885809508716154,0.9777165608682864,-0.17785961026809127,0,786,821,672,450,3,-2
0.001,-0.0024328724981561296,0.9981573299279181,-0.0423183960755357,-4,828,786,406,536,-3,1
0.013,0.016759041280996555,0.7291519071962655,-0.6593326394581787,19,443,701,599,299,2,1
0.007,0.003711145531780877,-0.8205420610819667,-0.5551758000182406,4,687,799,989,940,-2,2
0.003,-0.012559550208222716,-0.9856432766181261,0.14009121648626388,-15,721,897,375,717,0,-3
0.012,-6.709319350976155e-05,0.5087722287121809,-0.8427200506748223,-3,353,911,720,146,-1,-3
0.001,-0.00569853433017127,0.7344751447194159,0.6781092148801773,-16,337,489,322,426,0,-3
0.004,-0.0027519025186218187,-0.9562821468484447,-0.27260855416597096,4,365,744,122,634,-3,-2
0.006,-0.005464563769539821,0.8514801343921983,0.5105754472113233,12,530,689,937,852,1,2
0.006,0.00016171907047470867,-0.030049062417220846,0.9916615217217494,-19,575,467,346,644,-1,2
0.011,-0.004388971674834225,-0.8150357887396467,0.5533761982628412,-17,910,715,682,703,-1,1
0.005,-0.00878083396736077,-0.9670654687274335,-0.22505650414445913,-10,530,367,508,323,2,-1
0.012,0.019984953777319778,-0.5504746760648631,0.8141334903883226,2,251,223,510,292,2,1
0.005,-0.03560217289113111,-0.4515865486077705,-0.8841563068671121,-12,615,108,664,203,-1,0
0.003,0.007554890211042011,-0.784725114611832,-0.6132431914592704,9,499,851,144,675,1,-2
0.014,0.014914544398114328,-0.9570313607755017,0.21659344236064446,12,830,869,483,202,2,1
0.003,-0.022495182733047767,-0.05503910432011912,-0.9942953276327561,-10,290,776,202,669,0,-3
0.004,0.01655862132596069,0.8198059158793152,-0.5638311196207629,6,398,146,759,327,2,-2
0.007,0.006289280332815056,-0.9875421238340456,-0.07608070562161301,2,665,895,216,265,1,3
0.001,-0.005085264664247526,0.8777710000881088,0.477943614461868,-10,955,118,938,735,3,-3
0.012,-0.007966712868632,-0.9517360022559052,-0.2493066453916931,17,703,192,551,180,-3,-3
0.007,-0.026659397769500458,0.9910286512881468,0.0075455107897163115,-14,703,418,786,936,1,2
0.001,-0.006668964687201112,0.9805271515694535,0.1922950017771346,-11,498,880,392,154,2,0
0.004,-0.021931824852463803,0.0031343058393585033,-0.9945137752281055,-7,651,134,653,185,-2,0
0.001,0.007994787941805132,0.9225320613678488,0.3842424993736077,17,656,521,503,543,2,3
0.014,0.02057702295344835,-0.8467400884560633,0.49521251169181946,-19,292,980,866,675,1,3
0.003,0.021301606291752918,0.9836104760331568,0.16524271597894646,11,198,271,886,536,-2,2
0.004,0.012462987261479095,0.21637178889837339,-0.9708509112683439,5,216,515,645,197,0,-2
0.013,0.04725321909976835,-0.9795970281373084,0.055384303728862494,15,142,708,752,355,3,-1
0.005,-0.0038216529300812313,-0.583214166282025,0.803487144571428,17,136,995,865,714,-2,-1
0.006,-0.00026406708014040873,-0.06609008976878514,0.989867413187864,-13,130,906,186,441,-1,-1
0.015,0.020085465307906888,-0.9686922061521869,-0.1482210557146151,17,818,743,177,134,3,2
0.003,-0.0005695691152690199,-0.9399202980423251,0.3282604536099158,-3,826,857,309,633,-1,1
0.003,-0.03436027882489013,-0.4102040637609652,-0.9070298583727375,-17,289,900,511,737,-3,-2
0.004,0.001333674865498025,-0.46568415524752665,0.8785792275013318,2,739,710,292,459,3,0
0.014,0.015470621446238583,-0.8335514359613212,0.5166097878296125,-11,447,378,173,730,0,2
0.013,-0.020821907549087332,-0.9602546430222717,0.2054586685513206,-14,176,686,727,197,-1,1
0.009,0.03491325117349499,-0.6288463240066604,-0.7614903277922338,11,542,582,816,380,2,3
0.001,-0.004552800051411247,0.9947541294214135,-0.09215625635755585,-7,681,983,475,757,-2,1
0.01,0.005804575904433948,-0.25630646124351575,0.9525096442120586,0,255,347,667,201,2,0
0.009,-0.05887486272218482,-0.026953300456712043,-0.9861182771782059,-15,231,121,283,955,2,1
0.005,-0.0004554692831248485,0.9536764349067333,-0.2792287374699486,0,656,972,602,664,-3,3
0.014,0.0007476292433629269,-0.48721547118885,-0.8523576863798964,0,858,750,718,869,-1,1
0.007,-0.02860244760844586,-0.984071006914598,-0.10443802726437322,-20,378,280,100,655,-3,1
0.009,-0.004723968367702843,0.9134804873504399,0.37964693416138134,12,197,632,154,654,-3,3
0.009,0.028999231651822856,-0.6369145441293591,0.7535252939850572,-7,283,337,470,913,1,3
0.007,0.0016298810263911292,-0.7397067143864541,0.657699575811062,-15,185,592,450,237,3,-1
0.009,0.026693714204933668,-0.268973151903409,-0.9505799901080245,13,224,854,152,384,-2,3
0.014,-0.029543764129569355,-0.8271651907214963,0.5239272370803724,-6,252,125,122,292,-3,-1
0.003,-0.011401472017088058,0.6242427533535413,-0.7761966472436616,-5,459,363,664,226,-2,-2
0.009,-0.02699988543742846,-0.8155791326089282,0.5549451817900601,-6,376,214,551,294,-3,0
0.005,-0.051032917169429697,-0.017240277080728717,-0.9919925337684703,-16,435,197,352,552,-2,1
0.003,0.03574080665373135,-0.15633064004635006,-0.9830816176428606,18,848,252,168,815,0,2
0.005,0.019927066263989407,-0.8149098947388097,0.5665067813234105,6,739,325,677,712,3,3
0.003,-0.004475324876511442,-0.41278160621593296,-0.9065008391842772,-3,238,952,840,353,1,-2
0.008,-0.01893898064411423,0.506548789067612,-0.8499216874471518,-1,117,209,865,987,-2,-1
0.003,-0.00872170175721762,-0.9388146116823157,0.33129345842628316,-14,803,881,161,560,0,-3
0.012,0.02681154301725504,-0.1109688411576973,-0.9777338542568207,9,261,534,595,321,0,3
0.008,-0.024156210876474644,0.478974383428815,-0.8655868850905314,-15,388,727,112,301,-1,-1
0.008,-0.012249393542054381,-0.9814787317741301,0.11607420426033327,-3,467,137,515,465,-1,0
0.014,0.013418495451485697,0.43800466234403723,-0.8785772570249126,16,732,806,753,202,3,-2
0.001,0.010246784002129083,0.9609613423115787,0.2739234974328739,20,628,666,586,655,2,3
0.008,-0.013810538948893558,-0.743176113899806,0.6514320356284641,-10,490,189,472,703,1,-2
0.004,-0.022960207443561514,-0.12402974727325423,-0.9867395064261094,-9,316,501,106,602,-3,0
0.012,0.0007674398398296087,0.1480641118950995,0.9733600436003111,-2,534,526,462,305,-3,3
0.009,0.0006437702208058845,-0.14422251392948704,0.9775377403101517,9,671,709,378,117,1,2
0.012,-0.0124998022265144,-0.9832417602441048,-0.03532577576250303,5,799,638,467,688,-1,-2
0.013,0.028454756598077658,-0.978446961761591,0.085293151751444,20,804,532,157,657,-3,3
0.009,0.03267500163579409,0.7682642404428064,0.6224018348325036,4,211,586,735,534,-3,-3
0.007,-0.016462774059588032,0.6925601478626102,-0.7085440106443848,-11,628,608,286,383,3,-1
0.008,-0.000787531215383424,0.13120689566645985,0.9810340353914608,-7,273,529,349,901,-1,1
0.008,-0.048363047687122254,-0.751668852790966,-0.6413291008475491,-8,158,343,455,832,1,-2
0.014,0.007688472303109051,-0.7605746963999298,0.6197859892910307,16,630,653,218,593,-1,1
0.006,3.606189294830459e-05,-0.012582924595872208,0.9920596225827933,13,840,205,882,331,1,-1
0.002,0.01285863267427793,0.9842322539814541,-0.16444583388023518,10,285,584,260,416,-2,3
0.012,0.015932427771031717,0.9591209326990997,0.22296207341297736,0,856,827,173,981,3,-3
0.008,-0.024554101490594633,0.6413612574220156,-0.753255384553198,-16,151,939,319,631,-1,0
0.004,0.04845126244897823,0.9695134730625092,0.22749690646666856,17,232,104,873,128,-2,-2
0.004,-0.0024758690153517567,-0.454789006666103,0.8842752901549253,-14,649,803,396,294,-2,-1
0.009,-0.027500199654033636,0.4713551923800718,-0.8681827075027017,-15,105,887,537,240,0,-1
0.002,0.028748632056027627,0.8704007711491575,-0.48664480434262525,20,214,827,240,826,-3,0
0.015,-0.019976300787168392,0.943655946373732,0.2676594702114788,-6,948,395,397,629,1,2
0.01,-0.0015617405043427833,-0.25025217745058537,0.9544325669505633,-9,933,298,770,216,0,-3
0.007,-0.014721725183805271,-0.25030207973496454,-0.9586110368076539,-13,749,634,466,214,2,3
0.002,-0.008041504555677412,0.998055455032762,0.014447093312024206,-5,372,407,509,305,3,1
0.001,0.0034338021644298744,0.9888922919135821,0.14303778756147217,6,904,524,303,546,2,0
0.014,-0.018706122642770537,-0.17898923102693004,-0.9651628615647636,-14,277,409,959,392,2,2
0.003,-0.034808630700913584,0.05508581326673434,-0.9939311957207073,-18,490,539,426,342,0,0
0.015,-0.036334650914141925,-0.9632169331833091,-0.1758360600831971,-16,619,102,371,130,-2,2
0.013,-0.013863955753069295,-0.8057490764616705,0.5619984830710233,7,918,458,946,548,-1,-2
0.011,0.02135669286718292,-0.3294099143647429,-0.928748678055307,16,982,477,707,597,1,-1
0.008,0.0017295262355531448,-0.6971140598273953,-0.7022044617626789,4,331,945,567,897,2,-2
0.002,-0.016082225931216384,-0.09538962609336768,-0.9926788215723434,-15,691,928,353,777,1,3
0.007,0.022964056785900785,-0.49366547049690856,-0.8587975676197447,15,504,917,490,515,0,2
0.005,0.0025647668577423993,-0.500589465863369,0.8575008941983681,3,860,291,221,324,0,3
0.001,0.005704239311711254,0.8340900849714123,0.5507572221628791,14,408,580,358,452,1,3
0.009,0.003470497431922706,-0.5913654914152578,0.7911279465053145,2,845,480,791,780,-1,2
0.003,-0.0016300919444248532,-0.9942281702922934,-0.05394510669661129,8,692,861,985,508,-2,-2
0.002,0.00875790665787923,-0.39912856906249605,-0.9139933618568098,9,795,982,514,155,-2,1
0.011,0.022501432832473092,-0.5603841851766177,-0.8105222886629683,19,506,977,424,948,2,-1
0.004,-0.020242535992339435,-0.978601802828027,-0.17495478811083007,-16,520,614,227,635,-1,-1
0.007,-0.0032071765525597145,-0.544950205070934,0.8270744142712381,-5,759,953,598,132,-2,0
0.007,-0.015888138095787794,-0.8919030311224901,0.43016684244515346,-15,764,871,436,890,0,-3
0.002,0.011960403952585758,0.9928021177297434,0.10414641767412046,9,383,351,129,666,3,-2
0.011,0.00186222310689528,-0.6330248808897374,0.7546336131427038,0,784,295,563,283,1,-1
0.007,-0.030119291929557205,-0.21679816308469307,-0.9663814875927341,-17,709,669,714,331,-3,-2
0.009,0.002080054191210029,0.6973533867655622,0.7016462309057896,-16,217,568,996,967,-3,2
0.011,-0.013817018041885272,0.9830027503087343,0.07806189796119936,-18,755,523,827,957,-1,1
0.011,-0.049384982084615676,-0.8620497421349629,-0.4739242581185888,1,184,199,511,980,-3,0
0.01,-0.016597286713063646,0.9874809768689089,-0.015179096717153305,-19,600,187,564,994,-3,1
0.011,-0.0007932255771133324,-0.9831615560678102,-0.06481426064034469,6,625,940,415,743,2,-2
0.006,-0.0014174801518071591,0.3550046148382496,-0.9264644747804022,-1,810,700,280,582,3,-1
0.013,-0.01131257251292206,-0.6006791325076003,-0.7780864188525517,-12,453,806,249,883,3,0
0.004,0.030597777824871948,-0.15565484666967888,-0.9820401528545101,12,327,498,901,469,-1,3
0.011,1.4406262198189505e-05,-0.09251048334982868,0.98124295545444,17,817,888,210,173,-1,1
0.01,-0.011701072989990156,-0.9393786463087257,-0.30176127152425875,3,973,724,248,944,2,-3
0.007,-0.05755502017673957,-0.6223257829024287,-0.7687303264688947,-17,186,360,638,842,1,-1
0.013,-0.04737566539282857,-0.3147045316236422,-0.9301409658330001,-18,254,496,320,152,-1,1
0.007,0.013812594080807471,0.8996647626705498,-0.4155940741264086,14,802,382,557,508,3,-2
0.011,0.013336959719518267,-0.8741901722289034,-0.4545049247794485,-16,720,236,937,135,3,3
0.004,-0.0025915293680050006,-0.891240290066364,0.44040815554387025,7,916,377,843,322,-1,-3
0.003,0.024368486695300555,-0.6509568305530955,-0.7534628950777084,12,297,988,850,189,3,3
0.009,-0.000650998767834623,-0.5463688284253592,0.8222384725573526,6,174,459,420,150,-1,1
0.015,-0.010779918890592464,-0.9769857761657277,-0.07612815892553515,6,468,679,360,520,1,-3
0.012,0.020975461955671588,0.1186656127058965,-0.9769637354263672,14,410,889,233,753,-1,-3
0.014,0.023482775407016966,-0.9319851293950794,0.30469979773971057,-7,272,536,569,819,3,0
0.003,0.008799130363841539,-0.9151544707651119,-0.392577050160244,11,655,781,354,822,-2,0
0.01,0.00965831632271507,-0.010183946391628139,-0.9868607804187575,6,648,924,525,443,3,2
0.012,-0.002179922841705918,0.333405663123917,0.9266117196492889,-4,239,837,268,632,2,0
0.002,0.0026709861518646413,0.7047189567437867,0.7086067810435426,7,255,137,743,250,2,0
0.002,0.020819635179209976,0.980883274493076,0.1852722663854175,20,203,490,417,550,3,2
0.003,0.0210804679648799,0.13871955162139965,-0.9861288235253163,10,165,836,327,818,0,1
0.011,-0.004081792120632425,-0.7555930954429926,0.6317383377752696,8,677,386,165,331,1,-3
0.013,0.007121255447990409,0.8420077533984954,-0.507652377973529,5,819,794,331,197,-3,3
0.012,0.0761754914045086,-0.41981998472955373,-0.8870400192235389,6,157,142,825,484,3,-3
0.014,0.017702835181349727,-0.45252269490288866,0.8706210089355602,-16,762,550,999,447,3,2
0.001,-0.004896186446060312,0.9921214476960658,-0.11699825892750453,-7,732,957,263,818,-1,2
0.011,0.06159796997456868,-0.7302323220929331,-0.6586241205336815,-1,241,121,370,397,3,2
0.006,-0.013610232702229916,0.8227376400574099,-0.5545935917962423,-14,583,825,217,839,-3,0
0.011,0.024866571583269825,-0.9617466865089696,-0.21299491960114125,16,913,638,855,172,2,0
0.005,-0.0013339321593858126,0.8772338521267754,0.46748992728013095,-4,635,838,467,216,-1,2
0.006,0.031095967149327386,-0.9728861755624574,0.18733424189146347,18,164,653,429,374,2,2
0.01,0.0018034985797200595,-0.7965128074217823,0.5820171205111906,8,851,940,963,313,0,0
0.014,-0.022990589745341544,0.8160614070688258,-0.5457261910527806,-10,350,702,383,127,2,1
0.013,-0.0017204858134153246,0.044936145908585835,0.9821144166310783,3,372,598,957,428,3,0
0.014,0.006918235089564017,0.9800879541316133,-0.06644674674332711,-3,535,480,709,976,3,-3
0.012,0.0022862038339856636,-0.49007943742207594,0.8522445117683258,13,321,159,371,646,-2,1
0.004,-0.010432459448158836,-0.8061614849114884,-0.5824023367792573,-8,301,721,372,408,0,1
0.015,0.16390669877009126,-0.850787217144346,-0.45679503397638865,9,106,175,709,853,-1,3
0.009,-0.003554060218031743,-0.3166633269731036,0.9358264243160541,-16,430,930,969,463,0,-3
0.008,0.011054060585778699,0.9849983523139506,0.10140923501527943,15,481,488,704,327,1,-1
0.012,-0.02704014699532982,-0.8025365849804369,-0.5689972592418936,2,332,533,937,492,-3,1
0.007,-0.004721093862064657,-0.4002802371449313,0.9057315181033605,-16,536,302,617,334,-2,1
0.009,-0.00925111437024652,0.3332244495533639,0.9309476066819152,17,370,366,998,326,3,-1
0.004,0.03548694266693212,-0.2574284646600384,-0.9602293603563037,18,480,371,886,611,-1,-1
0.006,0.0011112401065303415,0.9370998144146161,0.3278520256251598,-11,860,393,855,482,-2,0
0.001,-0.004101440194643375,0.9730131168618479,0.22746309518270558,-7,555,787,249,485,1,0
0.009,-0.00980888800338616,-0.7527643506399548,0.6392720226080669,1,996,304,868,496,-1,-2
0.008,-0.0049619370699585585,0.8438761772347547,0.5185374465879288,2,613,300,697,516,2,-1
0.011,0.01553067380369983,0.9857349939326797,0.024678208705485392,8,708,575,945,267,-1,-1
0.015,0.03750431538113465,-0.7528486531740074,-0.6268441604295222,-18,765,340,853,987,3,3
0.001,-0.0009580177401013942,0.9911742729383589,0.12620152033713727,-2,451,994,746,937,0,-1
0.013,-0.0015622282240288676,0.13096664506763145,0.9744965870918125,3,354,623,183,274,2,2
0.009,0.010508945123005561,0.9043607978982505,-0.3991985150384614,9,524,395,428,936,1,0
0.007,-0.0029957670868003723,0.5979787667628123,-0.7901148949894521,-4,695,559,441,777,-1,-1
0.008,-0.006006062192140158,0.47695452807523187,0.8677929464963436,19,685,163,114,597,2,3
0.009,0.002476255365319081,-0.2213421228786777,0.9627070006903775,-10,159,514,704,585,3,-2
0.012,-0.031557648034546464,0.4106946847780792,0.8950649521110677,3,130,429,487,768,3,3
0.001,0.003958382002181948,0.5861220295151438,0.8099583804400657,12,265,362,471,715,0,-1
0.006,-0.01008579356685296,0.7951640399044919,-0.5934880289741041,-11,878,538,867,846,-1,0
0.015,0.02175696339319663,-0.7910027968711318,-0.578532521130198,11,560,131,592,444,-1,1
0.005,0.010394793099101785,-0.8552546058216021,0.5037918469402247,12,658,391,620,222,1,2
0.006,-0.01622608125298111,-0.8693800716009341,-0.47748561508327814,-10,912,837,859,543,-2,-1
0.004,0.0017173964812841496,-0.2507906624396659,0.9624070200268464,14,927,580,236,697,0,3
0.01,-0.00923119504853884,-0.6540569681967272,-0.7387834595383479,0,190,197,476,627,-2,1
0.011,-0.0213291268112992,0.3194537565419967,-0.932213687988568,-15,699,699,596,492,0,1
0.015,-0.010629272625379606,-0.9321171322785611,0.30062236936487974,-7,321,433,520,630,2,-2
0.014,0.008967056596316391,-0.197627271959837,0.961355578936646,-3,377,506,805,416,2,3
0.009,0.005044109017925178,0.9019685427570092,0.4051529152685952,-3,537,987,296,462,-1,-2
0.003,0.019350591150273246,-0.7810149631120912,-0.617707688302732,13,918,430,145,482,0,3
0.005,0.023691146851164125,-0.7609139582257419,-0.6380031727277271,18,429,374,884,281,-2,0
0.012,0.03524554290246146,-0.030896980202171798,-0.9832535350786095,15,553,235,723,119,-1,1
0.015,-0.02930095389137792,-0.09794693402259046,-0.9751609630655069,-11,269,366,637,735,1,0
0.013,0.06263997580312258,-0.9133472059808122,-0.3570161571745996,15,117,700,635,833,1,2
0.004,0.025490396357505902,-0.3882665701292895,-0.915506969476375,9,647,239,342,386,2,2
0.007,-0.00536254664001988,0.4452653686020813,-0.8851624525494783,-4,370,910,535,341,-2,2
0.011,-0.001380650215202063,-0.447180598459641,0.8780138526800875,0,845,826,359,307,-3,2
0.007,0.0016880149259052585,-0.058367749571357076,0.989044775887661,9,532,357,829,653,2,3
0.014,-0.01541355318920114,0.05530537538357852,-0.9801085141383673,-8,752,366,739,833,-1,-1
0.012,0.009120153317729177,0.532737903659089,-0.8277262716690112,10,794,991,417,342,0,1
0.014,-0.008897670048851166,-0.8490631545366576,0.49085038131786046,-15,414,409,337,337,3,-3
0.005,0.03166342974357353,-0.9920352748274875,-0.02307970913244919,4,434,504,917,746,3,2
0.005,-0.03481030230076485,-0.9791103273018945,-0.16118538884790462,-9,755,155,903,550,-2,-3
0.006,-0.005798411202054619,-0.6456018467543769,-0.7532033422545392,8,159,483,852,894,0,-3
0.002,-0.024703002040845624,0.7890395708179493,-0.6098024884582061,-17,458,657,285,318,2,3
0.015,0.016517900315087417,-0.2274574720780781,-0.953617507722041,18,902,580,626,104,-3,-3
0.003,-0.003714996472621274,-0.9861678217113528,0.13688467967035942,-7,623,994,779,938,0,0
0.014,-0.027628833103360673,-0.9548334306945785,0.2226882025032163,-3,558,244,377,840,3,-3
0.005,-0.012624504822009578,0.8142310052906027,-0.5692567573522584,-10,864,829,332,828,3,1
0.012,-0.00306374914521712,0.8444088984274318,0.5069000232094734,-12,713,944,678,656,-3,3
0.009,0.03180572851785199,-0.9207474711615251,-0.3555297984080284,2,316,167,348,730,-3,3
0.015,-0.02938246382131658,0.9714606588675181,-0.1367764465907787,-15,399,134,831,247,-1,3
0.003,0.031850490118645616,0.4587678751129064,-0.883564961235964,15,690,198,219,109,0,1
0.011,-0.09046205444007259,-0.5174170042445254,-0.8339063120704349,-15,232,104,655,469,1,-2
